,FINAL_ID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,MACRO_GENSPECIES,FEEDINGHAB,TOLERANCE,NBI_P_TOLERANCE,NBI_N_TOLERANCE,TOLNAME,CLASSIFIER,PREVNAMES,COMMONNAME,REFERENCE
938,ORTHOCLADIUS_(EUORTHOCLAD.)_RIVICOLA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS__RIVICOLA,ORTHOCLADIUS (EUORTHOCLAD.) RIVICOLA,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,"ORTHOCLADIUS (EUORTHOCLAD.) TYPE I SP.,ORTHOCLADIUS (EUORTHOCLAD.) TYPE III SPP.,EUKIEFFERIELLA SP7",MIDGE,"109,110"
939,ORTHOCLADIUS_(EUORTHOCLAD.)_RIVULORUM,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS__RIVULORUM,ORTHOCLADIUS (EUORTHOCLAD.) RIVULORUM,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,ORTHOCLADIUS (EUORTHOCLAD.) TYPE II SPP.,MIDGE,"109,110"
940,ORTHOCLADIUS_(EUORTHOCLAD.)_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS,ORTHOCLADIUS (EUORTHOCLAD.) SP.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,"109,110"
964,ORTHOCLADIUS_(SYMPOSIOCLADIUS)_LIGNICOLA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS__LIGNICOLA,ORTHOCLADIUS (SYMPOSIOCLADIUS) LIGNICOLA,C-G,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,"SYMPOSIOCLADIUS LIGNICOLA, ORTHOCLAD GENUS B ACUTILABIS",MIDGE,124
941,ORTHOCLADIUS_ANNECTENS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_ANNECTENS,ORTHOCLADIUS ANNECTENS,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,CRICOTOPUS SP. 4,MIDGE,109
942,ORTHOCLADIUS_CARLATUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_CARLATUS,ORTHOCLADIUS CARLATUS,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,109
943,ORTHOCLADIUS_CURTISETA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_CURTISETA,ORTHOCLADIUS CURTISETA,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,109
958,ORTHOCLADIUS_DORENUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_DORENUS,ORTHOCLADIUS DORENUS,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,36
959,ORTHOCLADIUS_DUBITATUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_DUBITATUS,ORTHOCLADIUS DUBITATUS,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,36
957,ORTHOCLADIUS_NR._DENTIFER,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_DENTIFER,ORTHOCLADIUS NR. DENTIFER,C-G,6,3,7,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,109
962,ORTHOCLADIUS_NR._ROBACKI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_ROBACKI,ORTHOCLADIUS NR. ROBACKI,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,109
960,ORTHOCLADIUS_OBUMBRATUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_OBUMBRATUS,ORTHOCLADIUS OBUMBRATUS,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,"ORTHOCLADIUS SP. 1, ORTHOCLADIUS SP.",MIDGE,109
961,ORTHOCLADIUS_OLIVEREI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_OLIVEREI,ORTHOCLADIUS OLIVEREI,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,109
966,ORTHOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS,ORTHOCLADIUS SP.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,"124,83"
963,ORTHOCLADIUS_TRIGONOLABIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_TRIGONOLABIS,ORTHOCLADIUS TRIGONOLABIS,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,109
965,ORTHOCLADIUS_VAILLANTI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,ORTHOCLADIUS,ORTHOCLADIUS_VAILLANTI,ORTHOCLADIUS VAILLANTI,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,36
1224,ORTHOTRICHIA_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,ORTHOTRICHIA,ORTHOTRICHIA,ORTHOTRICHIA SP.,SHR,6,NA,NA,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,125
401,OSTROCERCA_SP.,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,NEMOURIDAE,OSTROCERCA,OSTROCERCA,OSTROCERCA SP.,SHR,2,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,"83,114"
758,OULIMNIUS_LATIUSCULUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,OULIMNIUS,OULIMNIUS_LATIUSCULUS,OULIMNIUS LATIUSCULUS,SCR,4,NA,NA,INTOLERANT,COLEOPTERA,OPTIOSERVUS CRYOPHILUS,BEETLE,19
759,OULIMNIUS_NITIDULUS,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,OULIMNIUS,OULIMNIUS_NITIDULUS,OULIMNIUS NITIDULUS,SCR,4,NA,NA,INTOLERANT,COLEOPTERA,NA,BEETLE,19
760,OULIMNIUS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,ELMIDAE,OULIMNIUS,OULIMNIUS,OULIMNIUS SP.,SCR,4,NA,NA,INTOLERANT,COLEOPTERA,NA,BEETLE,19
1225,OXYETHIRA_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,OXYETHIRA,OXYETHIRA,OXYETHIRA SP.,C-G,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
341,PAGASTIA_ORTHOGONIA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,DIAMESINAE,PAGASTIA,PAGASTIA_ORTHOGONIA,PAGASTIA ORTHOGONIA,C-G,1,4,8,INTOLERANT,CHIRONOMIDAE,"PAGASTIA SP. A, PAGASTIA SP.,  PSEUDODIAMESA SP. 1",MIDGE,"79,36"
838,PAGASTIELLA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PAGASTIELLA,PAGASTIELLA,PAGASTIELLA SP.,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,83
1226,PALAEAGAPETUS_CELSUS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,PALAEAGAPETUS,PALAEAGAPETUS_CELSUS,PALAEAGAPETUS CELSUS,SHR,4,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
1227,PALAEAGAPETUS_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILIDAE,PALAEAGAPETUS,PALAEAGAPETUS,PALAEAGAPETUS SP.,SHR,1,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
339,PARABOREOCHLUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PODONOMINAE,PARABOREOCHLUS,PARABOREOCHLUS,PARABOREOCHLUS SP.,C-G,1,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,124
677,PARACAPNIA_SP.,ARTHROPODA,INSECTA,PLECOPTERA,CAPNIIDAE,CAPNIIDAE,PARACAPNIA,PARACAPNIA,PARACAPNIA SP.,SHR,1,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,114
967,PARACHAETOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARACHAETOCLADIUS,PARACHAETOCLADIUS,PARACHAETOCLADIUS SP.,C-G,2,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,"124,83"
839,PARACHIRONOMUS_ABORTIVUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACHIRONOMUS,PARACHIRONOMUS_ABORTIVUS,PARACHIRONOMUS ABORTIVUS,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,CRYPTOCHIRONOMUS ABORTIVUS,MIDGE,106
840,PARACHIRONOMUS_CARINATUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACHIRONOMUS,PARACHIRONOMUS,PARACHIRONOMUS CARINATUS,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,106
841,PARACHIRONOMUS_FREQUENS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACHIRONOMUS,PARACHIRONOMUS_FREQUENS,PARACHIRONOMUS FREQUENS,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,"PARACHIRONOMUS PECTINATELLAE, CRYPTOCHIRONOMUS SP. 2",MIDGE,106
842,PARACHIRONOMUS_HIRTALATUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACHIRONOMUS,PARACHIRONOMUS_HIRTALATUS,PARACHIRONOMUS HIRTALATUS,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,106
944,PARACHIRONOMUS_POTAMOGETON,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACHIRONOMUS,PARACHIRONOMUS_POTAMOGETON,PARACHIRONOMUS POTAMOGETON,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,106
945,PARACHIRONOMUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACHIRONOMUS,PARACHIRONOMUS,PARACHIRONOMUS SP.,PRD,10,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,106
946,PARACLADOPELMA_NAIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACLADOPELMA,PARACLADOPELMA,PARACLADOPELMA NAIS,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,"PARACLADOPELMA SP., PARACHIRONOMUS NAIS, CRYPTOCHIRONOMUS NAIS",MIDGE,58
947,PARACLADOPELMA_NEREIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACLADOPELMA,PARACLADOPELMA_NEREIS,PARACLADOPELMA NEREIS,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,58
948,PARACLADOPELMA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARACLADOPELMA,PARACLADOPELMA,PARACLADOPELMA SP.,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,58
596,PARACLOEODES_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,PARACLOEODES,PARACLOEODES,PARACLOEODES SP.,SCR,9,NA,NA,TOLERANT,EPHEMEROPTERA,NA,MAYFLY,NA
968,PARACRICOTOPUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARACRICOTOPUS,PARACRICOTOPUS,PARACRICOTOPUS SP.,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,"124,83"
430,PARAGNETINA_IMMARGINATA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLIDAE,PARAGNETINA,PARAGNETINA,PARAGNETINA IMMARGINATA,PRD,1,1,2,INTOLERANT,PLECOPTERA,NA,STONEFLY,"55,114"
431,PARAGNETINA_MEDIA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLIDAE,PARAGNETINA,PARAGNETINA,PARAGNETINA MEDIA,PRD,4,6,3,INTOLERANT,PLECOPTERA,ACRONEURIA RURALIS,STONEFLY,"55,114"
432,PARAGNETINA_SP.,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLIDAE,PARAGNETINA,PARAGNETINA,PARAGNETINA SP.,PRD,2,1,6,INTOLERANT,PLECOPTERA,NA,STONEFLY,"55,114"
1328,PARAKIEFFERIELLA_CORONATA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARAKIEFFERIELLA,PARAKIEFFERIELLA,PARAKIEFFERIELLA CORONATA,C-G,5,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,"124,83"
969,PARAKIEFFERIELLA_NR._TRIQUETRA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARAKIEFFERIELLA,PARAKIEFFERIELLA_TRIQUETRA,PARAKIEFFERIELLA NR. TRIQUETRA,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,36
970,PARAKIEFFERIELLA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARAKIEFFERIELLA,PARAKIEFFERIELLA,PARAKIEFFERIELLA SP.,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,"PSECTROCLADIUS SP. 3, PSECTROCLADIUS SP. 3A, PSECTROCLADIUS SP. 3B, PSECTROCLADIUS SP. 2A",MIDGE,"124,83"
949,PARALAUTERBORNIELLA_NIGROHALTERALIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARALAUTERBORNIELLA,PARALAUTERBORNIELLA_NIGROHALTERALIS,PARALAUTERBORNIELLA NIGROHALTERALIS,C-G,8,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,8
950,PARALAUTERBORNIELLA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARALAUTERBORNIELLA,PARALAUTERBORNIELLA,PARALAUTERBORNIELLA SP.,C-G,8,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,124
489,PARALEPTOPHLEBIA_ADOPTIVA,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA_ADOPTIVA,PARALEPTOPHLEBIA ADOPTIVA,C-G,1,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,24
490,PARALEPTOPHLEBIA_DEBILIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA_DEBILIS,PARALEPTOPHLEBIA DEBILIS,C-G,1,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,24
491,PARALEPTOPHLEBIA_GUTTATA,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA_GUTTATA,PARALEPTOPHLEBIA GUTTATA,C-G,1,NA,NA,INTOLERANT,EPHEMEROPTERA,PARALEPTOPHLEBIA SP.,MAYFLY,24
492,PARALEPTOPHLEBIA_MOERENS,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA_MOERENS,PARALEPTOPHLEBIA MOERENS,C-G,1,NA,NA,INTOLERANT,EPHEMEROPTERA,PARALEPTOPHLEBIA SP.,MAYFLY,24
493,PARALEPTOPHLEBIA_MOLLIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA_MOLLIS,PARALEPTOPHLEBIA MOLLIS,C-G,1,2,1,INTOLERANT,EPHEMEROPTERA,PARALEPTOPHLEBIA SP.,MAYFLY,24
495,PARALEPTOPHLEBIA_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA SP.,C-G,1,2,3,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
494,PARALEPTOPHLEBIA_VOLITANS,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,LEPTOPHLEBIIDAE,PARALEPTOPHLEBIA,PARALEPTOPHLEBIA_VOLITANS,PARALEPTOPHLEBIA VOLITANS,C-G,1,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,24
971,PARALIMNOPHYES_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARALIMNOPHYES,PARALIMNOPHYES,PARALIMNOPHYES SP.,C-G,7,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,83
312,PARAMERINA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PARAMERINA,PARAMERINA,PARAMERINA SP.,PRD,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,PENTANEURA SP. 2,MIDGE,83
972,PARAMETRIOCNEMUS_LUNDBECKI,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS_LUNDBECKI,PARAMETRIOCNEMUS LUNDBECKI,C-G,5,8,10,FACULTATIVE,CHIRONOMIDAE,"HETEROTRISSOCLADIUS SP. 1, TRICHOCLADIUS SP. 1",MIDGE,106
973,PARAMETRIOCNEMUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS,PARAMETRIOCNEMUS SP.,C-G,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,106
637,PARANAIS_FRICI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIDIDAE,PARANAIS,PARANAIS,PARANAIS FRICI,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,61
638,PARANAIS_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIDIDAE,PARANAIS,PARANAIS,PARANAIS SP.,C-G,10,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,61
975,PARAPHAENOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARAPHAENOCLADIUS,PARAPHAENOCLADIUS,PARAPHAENOCLADIUS SP.,C-G,4,NA,NA,INTOLERANT,CHIRONOMIDAE,NA,MIDGE,"124,83"
130,PARAPOYNX_SP.,ARTHROPODA,INSECTA,LEPIDOPTERA,PYRALIDAE,PYRALIDAE,PARAPOYNX,PARAPOYNX,PARAPOYNX SP.,SHR,5,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,MOTH,"83,66"
1184,PARAPSYCHE_APICALIS,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,PARAPSYCHE,PARAPSYCHE_APICALIS,PARAPSYCHE APICALIS,C-F,0,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,NA
1185,PARAPSYCHE_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,PARAPSYCHE,PARAPSYCHE,PARAPSYCHE SP.,C-F,0,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,125
52,PARATANYTARSUS_CONFUSUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARATANYTARSUS,PARATANYTARSUS_CONFUSUS,PARATANYTARSUS CONFUSUS,C-F,6,5,8,FACULTATIVE,CHIRONOMIDAE,"PARATANYTARSUS NR. DISSIMILIS, PARATANYTARSUS SP. B, TANYTARSUS SP. 2",MIDGE,87
53,PARATANYTARSUS_DIMORPHIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARATANYTARSUS,PARATANYTARSUS_DIMORPHIS,PARATANYTARSUS DIMORPHIS,C-F,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,"CLADOTANYTARSUS SP. 3, PARATANYTARSUS SP. A, PARATANYTARSUS SP. 2,  TANYTARSUS SP. 2",MIDGE,87
54,PARATANYTARSUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARATANYTARSUS,PARATANYTARSUS,PARATANYTARSUS SP.,C-F,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,87
951,PARATENDIPES_ALBIMANUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARATENDIPES,PARATENDIPES_ALBIMANUS,PARATENDIPES ALBIMANUS,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,106
952,PARATENDIPES_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,PARATENDIPES,PARATENDIPES,PARATENDIPES SP.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,106
1320,PARATENDIPES_SUBEQUALIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMIDAE,PARATENDIPES,PARATENDIPES_SUBEQUALIS,PARATENDIPES SUBEQUALIS,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,106
976,PARATRICHOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARATRICHOCLADIUS,PARATRICHOCLADIUS,PARATRICHOCLADIUS SP.,SHR,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,CRICOTOPUS REVERSUS GR.,MIDGE,"124,83"
974,PARORTHOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,PARORTHOCLADIUS,PARORTHOCLADIUS,PARORTHOCLADIUS SP.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,NA
148,PEDICIA_SP.,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,TIPULIDAE,PEDICIA,PEDICIA,PEDICIA SP.,PRD,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,CRANE FLY,83
535,PELOSCOLEX_FEROX,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,PELOSCOLEX,PELOSCOLEX_FEROX,PELOSCOLEX FEROX,C-G,6,NA,NA,TOLERANT,OLIGOCHAETA,"PELOSCOLEX SP., SPIROSPERMA FEROX",WORM,"18,83"
1309,PELOSCOLEX_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,PELOSCOLEX,PELOSCOLEX,PELOSCOLEX SP.,C-G,6,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18, 83"
474,PELTODYTES_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HALIPLIDAE,HALIPLIDAE,PELTODYTES,PELTODYTES,PELTODYTES SP.,SHR,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
313,PENTANEURA_INCONSPICUA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURA,PENTANEURA_INCONSPICUA,PENTANEURA INCONSPICUA,PRD,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,"90,36"
314,PENTANEURA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURA,PENTANEURA,PENTANEURA SP.,PRD,6,0,1,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,83
154,PERICOMA_SP.,ARTHROPODA,INSECTA,DIPTERA,PSYCHODIDAE,PSYCHODIDAE,PERICOMA,PERICOMA,PERICOMA SP.,C-G,4,NA,NA,INTOLERANT,INSECTS-OTHER,NA,MOTH FLY,"83,117"
435,PERLESTA_PLACIDA,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLIDAE,PERLESTA,PERLESTA_PLACIDA,PERLESTA PLACIDA,PRD,4,NA,NA,INTOLERANT,PLECOPTERA,NA,STONEFLY,114
436,PERLESTA_SP.,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLIDAE,PERLESTA,PERLESTA,PERLESTA SP.,PRD,4,NA,NA,INTOLERANT,PLECOPTERA,PERLESTA PLACIDA,STONEFLY,114
433,PERLESTA_SP._1,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLIDAE,PERLESTA,PERLESTA,PERLESTA SP. 1,PRD,4,NA,NA,INTOLERANT,PLECOPTERA,PERLESTA PLACIDA,STONEFLY,114
434,PERLESTA_SP._2,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,PERLIDAE,PERLESTA,PERLESTA,PERLESTA SP. 2,PRD,4,NA,NA,INTOLERANT,PLECOPTERA,PERLESTA PLACIDA,STONEFLY,114
131,PETROPHILA_SP.,ARTHROPODA,INSECTA,LEPIDOPTERA,PYRALIDAE,PYRALIDAE,PETROPHILA,PETROPHILA,PETROPHILA SP.,SCR,5,5,3,FACULTATIVE,INSECTS-OTHER,"ELOPHILA SP.,PARAGYRACTIS SP.",MOTH,"83,66"
